Datasheet|Image|DK Part #|Mfr Part #|Mfr|Supplier|Description|Stock|Price|@ qty|Min Qty| Package|Series|Part Status|Transistor Type|Current - Collector (Ic) (Max)|Voltage - Collector Emitter Breakdown (Max)|"Vce Saturation (Max) @ Ib, Ic"|Current - Collector Cutoff (Max)|"DC Current Gain (hFE) (Min) @ Ic, Vce"|Power - Max|Frequency - Transition|Operating Temperature|Mounting Type|Package / Case|Supplier Device Package
https://rocelec.widen.net/view/pdf/bsnp2e3fe9/PHGLS25601-1.pdf?t.download=true&u=5oefqw|//media.digikey.com/Photos/Rochester/MFG_DCG010-TL-E.jpg|2156-BC846BW/DG/B2135-ND|BC846BW/DG/B2135|NXP USA Inc.|"Rochester Electronics, LLC"|SMALL SIGNAL BIPOLAR TRANSISTOR|"510,000"|0.02|0|15000|Bulk|"Automotive, AEC-Q101"|Active|NPN|100 mA|65 V|"400mV @ 5mA, 100mA"|15nA (ICBO)|"200 @ 2mA, 5V"|200 mW|100MHz|150°C (TJ)|Surface Mount|"SC-70, SOT-323"|SOT-323
https://rocelec.widen.net/view/pdf/xddixtsnpg/ONSMS10813-1.pdf?t.download=true&u=5oefqw|//media.digikey.com/Photos/Rochester/MFG_MMBZ5221BLT1G.jpg|2156-SBCW72LT1-ND|SBCW72LT1|onsemi|"Rochester Electronics, LLC"|SMALL SIGNAL BIPOLAR TRANSISTOR|"72,000"|0.02|0|15000|Bulk|"Automotive, AEC-Q101"|Active|NPN|100 mA|45 V|"250mV @ 500µA, 10mA"|100nA (ICBO)|"200 @ 2mA, 5V"|300 mW|300MHz|-55°C ~ 150°C (TJ)|Surface Mount|"TO-236-3, SC-59, SOT-23-3"|SOT-23-3 (TO-236)
https://www.diodes.com/assets/Datasheets/AC847BWQ-AC847CWQ.pdf|"//media.digikey.com/Renders/Rohm%20Renders/846;UMT3;UM,UA,WT;3.jpg"|"31-AC847CWQ-7TR-ND,31-AC847CWQ-7CT-ND,31-AC847CWQ-7DKR-ND"|AC847CWQ-7|Diodes Incorporated|Diodes Incorporated|GENERAL PURP TRANSISTOR SOT323|"5,958"|0.22|0|1|"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®"|"Automotive, AEC-Q101"|Active|PNP|150 mA|50 V|"500mV @ 5mA, 50mA"|100nA (ICBO)|"120 @ 1mA, 6V"|200 mW|140MHz|150°C (TJ)|Surface Mount|"SC-70, SOT-323"|UMT3
-|"//media.digikey.com/Renders/Rohm%20Renders/846;UMT3;UM,UA,WT;3.jpg"|"2SC4081U3HZGT106RTR-ND,2SC4081U3HZGT106RCT-ND,2SC4081U3HZGT106RDKR-ND"|2SC4081U3HZGT106R|Rohm Semiconductor|Rohm Semiconductor|2SC4081U3HZG IS A TRANSISTOR WIT|"18,005"|0.33|0|1|"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®"|"Automotive, AEC-Q101"|Active|NPN|150 mA|50 V|"400mV @ 5mA, 50mA"|100nA (ICBO)|"120 @ 1mA, 6V"|200 mW|180MHz|150°C (TJ)|Surface Mount|"SC-70, SOT-323"|UMT3
https://rocelec.widen.net/view/pdf/ekkshitrdx/ONSMS15662-1.pdf?t.download=true&u=5oefqw|//media.digikey.com/Photos/Rochester/MFG_MMBZ5221BLT1G.jpg|2156-SBC856BLT3-ND|SBC856BLT3|onsemi|"Rochester Electronics, LLC"|SMALL SIGNAL BIPOLAR TRANSISTOR|"110,000"|0.04|0|7212|Bulk|"Automotive, AEC-Q101"|Active|PNP|100 mA|65 V|"650mV @ 5mA, 100mA"|15nA (ICBO)|"220 @ 2mA, 5V"|300 mW|100MHz|-55°C ~ 150°C (TJ)|Surface Mount|"TO-236-3, SC-59, SOT-23-3"|SOT-23-3 (TO-236)
https://rocelec.widen.net/view/pdf/piyi3nmecw/INFNS14907-1.pdf?t.download=true&u=5oefqw|//media.digikey.com/Photos/Rochester/MFG_SZMMBZ5232BLT1G.jpg|2156-BC850CE6359HTMA1-448-ND|BC850CE6359HTMA1|Infineon Technologies|"Rochester Electronics, LLC"|BC850 - LOW NOISE TRANSISTOR|"250,000"|0.02|0|15000|Bulk|"Automotive, AEC-Q101"|Active|NPN|100 mA|45 V|"600mV @ 5mA, 100mA"|15nA (ICBO)|"420 @ 2mA, 5V"|330 mW|250MHz|150°C (TJ)|Surface Mount|"TO-236-3, SC-59, SOT-23-3"|PG-SOT23
https://fscdn.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/bc847bu3hzgt106-e.pdf|"//media.digikey.com/Renders/Rohm%20Renders/846;UMT3;UM,UA,WT;3.jpg"|"846-BC847BU3HZGT106TR-ND,846-BC847BU3HZGT106CT-ND,846-BC847BU3HZGT106DKR-ND"|BC847BU3HZGT106|Rohm Semiconductor|Rohm Semiconductor|NPN GENERAL PURPOSE TRANSISTOR (|"2,524"|0.32|0|1|"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®"|"Automotive, AEC-Q101"|Active|NPN|100 mA|45 V|"600mV @ 5mA, 100mA"|15nA (ICBO)|"200 @ 2mA, 5V"|200 mW|200MHz|150°C (TJ)|Surface Mount|"SC-70, SOT-323"|UMT3
https://fscdn.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/bc847bhzg-e.pdf|//media.digikey.com/Renders/Rohm%20Renders/Rohm-SST3.jpg|"BC847BHZGT116TR-ND,BC847BHZGT116CT-ND,BC847BHZGT116DKR-ND"|BC847BHZGT116|Rohm Semiconductor|Rohm Semiconductor|NPN GENERAL PURPOSE TRANSISTOR|"4,795"|0.17|0|1|"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®"|"Automotive, AEC-Q101"|Active|NPN|100 mA|45 V|"600mV @ 5mA, 100mA"|15nA (ICBO)|"200 @ 2mA, 5V"|200 mW|200MHz|150°C (TJ)|Surface Mount|"TO-236-3, SC-59, SOT-23-3"|SST3
https://fscdn.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/bc857bu3hzgt106-e.pdf|"//media.digikey.com/Renders/Rohm%20Renders/846;UMT3;UM,UA,WT;3.jpg"|"846-BC857BU3HZGT106TR-ND,846-BC857BU3HZGT106CT-ND,846-BC857BU3HZGT106DKR-ND"|BC857BU3HZGT106|Rohm Semiconductor|Rohm Semiconductor|PNP GENERAL PURPOSE TRANSISTOR (|"3,540"|0.32|0|1|"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®"|"Automotive, AEC-Q101"|Active|PNP|100 mA|45 V|"650mV @ 5mA, 100mA"|15nA (ICBO)|"210 @ 2mA, 5V"|200 mW|250MHz|150°C (TJ)|Surface Mount|"SC-70, SOT-323"|UMT3
https://fscdn.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/bc848bhzg-e.pdf|//media.digikey.com/Renders/Rohm%20Renders/Rohm-SST3.jpg|"BC848BHZGT116TR-ND,BC848BHZGT116CT-ND,BC848BHZGT116DKR-ND"|BC848BHZGT116|Rohm Semiconductor|Rohm Semiconductor|NPN GENERAL PURPOSE TRANSISTOR|364|0.17|0|1|"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®"|"Automotive, AEC-Q101"|Active|NPN|100 mA|30 V|"600mV @ 5mA, 100mA"|100nA (ICBO)|"200 @ 2mA, 5V"|200 mW|200MHz|150°C (TJ)|Surface Mount|"TO-236-3, SC-59, SOT-23-3"|SST3
https://www.diodes.com/assets/Datasheets/ZXTP01500BG.pdf|//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg|"ZXTP01500BGTCDITR-ND,ZXTP01500BGTCDICT-ND,ZXTP01500BGTCDIDKR-ND"|ZXTP01500BGTC|Diodes Incorporated|Diodes Incorporated|PWR HI VOLTAGE TRANSISTOR SOT223|"2,651"|0.52|0|1|"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®"|"Automotive, AEC-Q101"|Active|PNP|150 mA|500 V|"500mV @ 10mA, 50mA"|100nA|"100 @ 1mA, 10V"|3 W|60MHz|-55°C ~ 150°C (TJ)|Surface Mount|"TO-261-4, TO-261AA"|SOT-223-3
https://fscdn.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/bc857bhzg-e.pdf|//media.digikey.com/Renders/Rohm%20Renders/Rohm-SST3.jpg|"BC857BHZGT116TR-ND,BC857BHZGT116CT-ND,BC857BHZGT116DKR-ND"|BC857BHZGT116|Rohm Semiconductor|Rohm Semiconductor|PNP GENERAL PURPOSE TRANSISTOR (|67|0.17|0|1|"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®"|"Automotive, AEC-Q101"|Active|PNP|100 mA|45 V|"650mV @ 5mA, 100mA"|15nA (ICBO)|"210 @ 2mA, 5V"|200 mW|250MHz|150°C (TJ)|Surface Mount|"TO-236-3, SC-59, SOT-23-3"|SST3
https://www.onsemi.com/pub/Collateral/BCW72LT1-D.PDF|//media.digikey.com/Photos/Rochester/MFG_ISL21070CIH325Z-TK.jpg|2156-SBCW72LT1G-488-ND|SBCW72LT1G|onsemi|"Rochester Electronics, LLC"|SBCW72 - NPN BIPOLAR TRANSISTOR|"210,000"|0.02|0|15000|Bulk|"Automotive, AEC-Q101"|Active|NPN|100 mA|45 V|"250mV @ 500µA, 10mA"|100nA (ICBO)|"200 @ 2mA, 5V"|300 mW|300MHz|-55°C ~ 150°C (TJ)|Surface Mount|"TO-236-3, SC-59, SOT-23-3"|SOT-23-3 (TO-236)
https://www.diodes.com/assets/Datasheets/AC857BQ-AC857CQ.pdf|//media.digikey.com/Renders/Diodes%20Renders/SOT-23-3%20PKG.jpg|"AC857BQ-7DITR-ND,AC857BQ-7DICT-ND,AC857BQ-7DIDKR-ND"|AC857BQ-7|Diodes Incorporated|Diodes Incorporated|GENERAL PURPOSE TRANSISTOR SOT23|"2,624"|0.22|0|1|"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®"|"Automotive, AEC-Q101"|Active|PNP|100 mA|45 V|"650mV @ 5mA, 100mA"|15nA|"220 @ 2mA, 5V"|350 mW|100MHz|-65°C ~ 150°C (TJ)|Surface Mount|"TO-236-3, SC-59, SOT-23-3"|SOT-23-3
https://d1d2qsbl8m0m72.cloudfront.net/en/products/databook/datasheet/discrete/transistor/bipolar/2sa1576u3hzgt106r-e.pdf|"//media.digikey.com/Renders/Rohm%20Renders/846;UMT3;UM,UA,WT;3.jpg"|"846-2SA1576U3HZGT106QTR-ND,846-2SA1576U3HZGT106QCT-ND,846-2SA1576U3HZGT106QDKR-ND"|2SA1576U3HZGT106Q|Rohm Semiconductor|Rohm Semiconductor|GENERAL PURPOSE TRANSISTOR (-50V|628|0.33|0|1|"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®"|"Automotive, AEC-Q101"|Active|PNP|150 mA|50 V|"500mV @ 5mA, 50mA"|100nA (ICBO)|"120 @ 1mA, 6V"|200 mW|140MHz|150°C (TJ)|Surface Mount|"SC-70, SOT-323"|UMT3
https://assets.nexperia.com/documents/data-sheet/2PA1576.pdf|//media.digikey.com/Renders/Nexperia/1727~SOT323~~3.JPG|"2156-2PA1576S,135-ND"|"2PA1576S,135"|NXP USA Inc.|"Rochester Electronics, LLC"|2PA1576 - PNP TRANSISTOR IN A SO|"270,000"|0.02|0|12500|Bulk|"Automotive, AEC-Q101"|Active|PNP|150 mA|50 V|"500mV @ 5mA, 50mA"|100nA (ICBO)|"270 @ 1mA, 6V"|200 mW|100MHz|150°C (TJ)|Surface Mount|"SC-70, SOT-323"|SOT-323
https://www.onsemi.com/pub/Collateral/BC846AWT1-D.PDF|//media.digikey.com/Photos/Rochester/MFG_1SV246-TL-EX.jpg|2156-SBC847CWT3G-488-ND|SBC847CWT3G|onsemi|"Rochester Electronics, LLC"|SBC847 - NPN BIPOLAR TRANSISTOR|"130,000"|0.05|0|5527|Bulk|"Automotive, AEC-Q101"|Active|NPN|100 mA|45 V|"600mV @ 5mA, 100mA"|15nA (ICBO)|"420 @ 2mA, 5V"|150 mW|100MHz|-55°C ~ 150°C (TJ)|Surface Mount|"SC-70, SOT-323"|SC-70-3 (SOT323)
https://www.diodes.com/assets/Datasheets/AC847BQ-AC847CQ-AC848BQ.pdf|//media.digikey.com/Renders/Diodes%20Renders/SOT-23-3%20PKG.jpg|"31-AC848BQ-13TR-ND,31-AC848BQ-13CT-ND,31-AC848BQ-13DKR-ND"|AC848BQ-13|Diodes Incorporated|Diodes Incorporated|GEN PURPOSE TRANSISTOR SOT23|"9,818"|0.51|0|1|"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®"|"Automotive, AEC-Q101"|Active|NPN|100 mA|30 V|"600mV @ 5mA, 100mA"|15nA|"200 @ 2mA, 5V"|310 mW|300MHz|-65°C ~ 150°C (TJ)|Surface Mount|"TO-236-3, SC-59, SOT-23-3"|SOT-23-3
https://rocelec.widen.net/view/pdf/2x0oicljp6/PHGLS19394-1.pdf?t.download=true&u=5oefqw|//media.digikey.com/Photos/Rochester/MFG_SZMMBZ5232BLT1G.jpg|"2156-BCW32,215-954-ND"|"BCW32,215"|NXP Semiconductors|"Rochester Electronics, LLC"|NEXPERIA BCW32 - SMALL SIGNAL BI|"207,000"|0.02|0|15000|Bulk|"Automotive, AEC-Q101"|Active|NPN|100 mA|32 V|"210mV @ 2.5mA, 50mA"|100nA (ICBO)|"200 @ 2mA, 5V"|250 mW|100MHz|150°C (TJ)|Surface Mount|"TO-236-3, SC-59, SOT-23-3"|TO-236AB
https://rocelec.widen.net/view/pdf/elcvrtlivf/PHGLS09979-1.pdf?t.download=true&u=5oefqw|//media.digikey.com/Photos/Rochester/MFG_SZMMBZ5232BLT1G.jpg|"2156-BCW61B,215-954-ND"|"BCW61B,215"|NXP Semiconductors|"Rochester Electronics, LLC"|NEXPERIA BCW61B - SMALL SIGNAL B|"17,986"|0.02|0|15000|Bulk|"Automotive, AEC-Q101"|Active|PNP|100 mA|32 V|"550mV @ 1.25mA, 50mA"|20nA (ICBO)|"180 @ 2mA, 5V"|250 mW|100MHz|150°C (TJ)|Surface Mount|"TO-236-3, SC-59, SOT-23-3"|TO-236AB
https://rocelec.widen.net/view/pdf/pvmth2o588/PHGLS19764-1.pdf?t.download=true&u=5oefqw|//media.digikey.com/Photos/Rochester/MFG_1SV246-TL-EX.jpg|"2156-2PA1576Q,115-954-ND"|"2PA1576Q,115"|NXP Semiconductors|"Rochester Electronics, LLC"|NEXPERIA 2PA1576Q - SMALL SIGNAL|"43,819"|0.02|0|15000|Bulk|"Automotive, AEC-Q101"|Active|PNP|150 mA|50 V|"500mV @ 5mA, 50mA"|100nA (ICBO)|"120 @ 1mA, 6V"|200 mW|100MHz|150°C (TJ)|Surface Mount|"SC-70, SOT-323"|SOT-323
https://rocelec.widen.net/view/pdf/8mjaaky69l/PHGLS19373-1.pdf?t.download=true&u=5oefqw|//media.digikey.com/Photos/Rochester/MFG_SZMMBZ5232BLT1G.jpg|"2156-BC858B,215-954-ND"|"BC858B,215"|NXP Semiconductors|"Rochester Electronics, LLC"|NEXPERIA BC858B - SMALL SIGNAL B|"734,545"|0.02|0|15000|Bulk|"Automotive, AEC-Q101"|Active|PNP|100 mA|30 V|"650mV @ 5mA, 100mA"|15nA (ICBO)|"220 @ 2mA, 5V"|250 mW|100MHz|150°C (TJ)|Surface Mount|"TO-236-3, SC-59, SOT-23-3"|TO-236AB
https://rocelec.widen.net/view/pdf/8mjaaky69l/PHGLS19373-1.pdf?t.download=true&u=5oefqw|//media.digikey.com/Photos/Rochester/MFG_SZMMBZ5232BLT1G.jpg|"2156-BC857A,215-954-ND"|"BC857A,215"|NXP Semiconductors|"Rochester Electronics, LLC"|NEXPERIA BC857A - SMALL SIGNAL B|"169,064"|0.02|0|15000|Bulk|"Automotive, AEC-Q101"|Active|PNP|100 mA|45 V|"650mV @ 5mA, 100mA"|15nA (ICBO)|"125 @ 2mA, 5V"|250 mW|100MHz|150°C (TJ)|Surface Mount|"TO-236-3, SC-59, SOT-23-3"|TO-236AB
https://rocelec.widen.net/view/pdf/atrjuksgjn/NEXP-S-A0003107807-1.pdf?t.download=true&u=5oefqw|//media.digikey.com/Photos/Rochester/MFG_SZMMBZ20VALT3G.jpg|2156-BC857AQAZ-1727-ND|BC857AQAZ|Nexperia USA Inc.|"Rochester Electronics, LLC"|NEXPERIA BC857AQA SMALL SIGNAL B|"145,000"|0.03|0|11970|Bulk|"Automotive, AEC-Q101"|Active|PNP|100 mA|45 V|"400mV @ 5mA, 100mA"|15nA (ICBO)|"125 @ 2mA, 5V"|280 mW|100MHz|150°C (TJ)|Surface Mount|3-XDFN Exposed Pad|DFN1010D-3
https://rocelec.widen.net/view/pdf/48ygzktmhk/PHGLS26725-1.pdf?t.download=true&u=5oefqw|//media.digikey.com/Photos/Rochester/MFG_SZMMBZ5232BLT1G.jpg|"2156-BF570,215-954-ND"|"BF570,215"|NXP Semiconductors|"Rochester Electronics, LLC"|NEXPERIA BF570 - SMALL SIGNAL BI|"54,000"|0.04|0|7002|Bulk|"Automotive, AEC-Q101"|Active|NPN|100 mA|15 V|-|400nA (ICBO)|"40 @ 10mA, 1V"|250 mW|490MHz|150°C (TJ)|Surface Mount|"TO-236-3, SC-59, SOT-23-3"|TO-236AB
https://assets.nexperia.com/documents/data-sheet/BC846BM.pdf|//media.digikey.com/Photos/Rochester/MFG_PESD5V0X1BCL315.jpg|2156-BC846BM315-ND|BC846BM315|NXP USA Inc.|"Rochester Electronics, LLC"|"65 V, 100MA NPN GENERAL PURPOSE"|"17,480"|0.02|0|15000|Bulk|"Automotive, AEC-Q101"|Active|NPN|100 mA|65 V|"200mV @ 500µA, 10mA"|15nA (ICBO)|"200 @ 2mA, 5V"|250 mW|100MHz|150°C (TJ)|Surface Mount|3-XFDFN|DFN1006B-3
https://rocelec.widen.net/view/pdf/2x0oicljp6/PHGLS19394-1.pdf?t.download=true&u=5oefqw|//media.digikey.com/Photos/Rochester/MFG_SZMMBZ5232BLT1G.jpg|"2156-BCW33,215-954-ND"|"BCW33,215"|NXP Semiconductors|"Rochester Electronics, LLC"|NEXPERIA BCW33 - SMALL SIGNAL BI|"96,000"|0.02|0|15000|Bulk|"Automotive, AEC-Q101"|Active|NPN|100 mA|32 V|"210mV @ 2.5mA, 50mA"|100nA (ICBO)|"420 @ 2mA, 5V"|250 mW|100MHz|150°C (TJ)|Surface Mount|"TO-236-3, SC-59, SOT-23-3"|TO-236AB
https://assets.nexperia.com/documents/data-sheet/BC857XQA_SER.pdf|//media.digikey.com/Photos/Rochester/MFG_SZMMBZ20VALT3G.jpg|2156-BC857BQAZ-954-ND|BC857BQAZ|NXP Semiconductors|"Rochester Electronics, LLC"|"NEXPERIA BC857 - 45 V, 100 MA PN"|"85,000"|0.03|0|11970|Bulk|"Automotive, AEC-Q101"|Active|PNP|100 mA|45 V|"400mV @ 5mA, 100mA"|15nA (ICBO)|"220 @ 2mA, 5V"|280 mW|100MHz|150°C (TJ)|Surface Mount|3-XDFN Exposed Pad|DFN1010D-3
https://rocelec.widen.net/view/pdf/zlppoanhqb/PHGLS19399-1.pdf?t.download=true&u=5oefqw|//media.digikey.com/Photos/Rochester/MFG_SZMMBZ5232BLT1G.jpg|"2156-BCW89,215-954-ND"|"BCW89,215"|NXP Semiconductors|"Rochester Electronics, LLC"|NEXPERIA BCW89 - SMALL SIGNAL BI|"142,500"|0.02|0|15000|Bulk|"Automotive, AEC-Q101"|Active|PNP|100 mA|60 V|"150mV @ 2.5mA, 50mA"|100nA (ICBO)|"120 @ 2mA, 5V"|250 mW|150MHz|150°C (TJ)|Surface Mount|"TO-236-3, SC-59, SOT-23-3"|TO-236AB
https://assets.nexperia.com/documents/data-sheet/BC859W_860W.pdf|//media.digikey.com/Photos/Rochester/MFG_1SV246-TL-EX.jpg|"2156-BC859BW,115-954-ND"|"BC859BW,115"|NXP Semiconductors|"Rochester Electronics, LLC"|NEXPERIA BC859 - PNP GENERAL PUR|"127,913"|0.02|0|15000|Bulk|"Automotive, AEC-Q101"|Active|PNP|100 mA|30 V|"650mV @ 5mA, 100mA"|15nA (ICBO)|"220 @ 2mA, 5V"|200 mW|100MHz|150°C (TJ)|Surface Mount|"SC-70, SOT-323"|SOT-323
https://rocelec.widen.net/view/pdf/j3uodczydc/PHGLS19437-1.pdf?t.download=true&u=5oefqw|//media.digikey.com/Photos/Rochester/MFG_SZMMBZ5232BLT1G.jpg|"2156-BSV52,215-954-ND"|"BSV52,215"|NXP Semiconductors|"Rochester Electronics, LLC"|NEXPERIA BSV52 - SMALL SIGNAL BI|"117,317"|0.07|0|4418|Bulk|"Automotive, AEC-Q101"|Active|NPN|100 mA|12 V|"400mV @ 5mA, 50mA"|400nA (ICBO)|"40 @ 10mA, 1V"|250 mW|500MHz|150°C (TJ)|Surface Mount|"TO-236-3, SC-59, SOT-23-3"|TO-236AB
https://rocelec.widen.net/view/pdf/u9jipuqncs/PHGLS30472-1.pdf?t.download=true&u=5oefqw|//media.digikey.com/Photos/Rochester/MFG_1SV246-TL-EX.jpg|"2156-BC847AW,135-1727-ND"|"BC847AW,135"|Nexperia USA Inc.|"Rochester Electronics, LLC"|NEXPERIA BC847AW - SMALL SIGNAL|"170,000"|0.02|0|15000|Bulk|"Automotive, AEC-Q101"|Active|NPN|100 mA|45 V|"400mV @ 5mA, 100mA"|15nA (ICBO)|"110 @ 2mA, 5V"|200 mW|100MHz|150°C (TJ)|Surface Mount|"SC-70, SOT-323"|SOT-323
-|//media.digikey.com/Photos/Rochester/MFG_BAT854CW%252C115.jpg|"2156-BC859CW,135-954-ND"|"BC859CW,135"|NXP Semiconductors|"Rochester Electronics, LLC"|NEXPERIA BC859 - PNP GENERAL PUR|"30,000"|0.02|0|15000|Bulk|"Automotive, AEC-Q101"|Active|PNP|100 mA|30 V|"650mV @ 5mA, 100mA"|15nA (ICBO)|"420 @ 2mA, 5V"|200 mW|100MHz|150°C (TJ)|Surface Mount|"SC-70, SOT-323"|SOT-323
https://rocelec.widen.net/view/pdf/khtroh68ps/PHGLS24397-1.pdf?t.download=true&u=5oefqw|//media.digikey.com/Photos/Rochester/MFG_BC848BL3E6327XTMA1.jpg|"2156-BC857CMB,315-954-ND"|"BC857CMB,315"|NXP Semiconductors|"Rochester Electronics, LLC"|NEXPERIA BC857CMB - SMALL SIGNAL|"286,735"|0.02|0|15000|Bulk|"Automotive, AEC-Q101"|Active|PNP|100 mA|45 V|"300mV @ 500µA, 10mA"|15nA (ICBO)|"420 @ 2mA, 5V"|250 mW|100MHz|150°C (TJ)|Surface Mount|3-XFDFN|DFN1006B-3
https://rocelec.widen.net/view/pdf/hrjh78glcm/PHGLS25463-1.pdf?t.download=true&u=5oefqw|//media.digikey.com/Photos/Rochester/MFG_NSVBAV70TT1G.jpg|"2156-BC847T,115-954-ND"|"BC847T,115"|NXP Semiconductors|"Rochester Electronics, LLC"|NEXPERIA BC847 - SMALL SIGNAL BI|"159,145"|0.02|0|15000|Bulk|"Automotive, AEC-Q101"|Active|NPN|100 mA|45 V|"400mV @ 5mA, 100mA"|15nA (ICBO)|"110 @ 2mA, 5V"|150 mW|100MHz|150°C (TJ)|Surface Mount|"SC-75, SOT-416"|SC-75
https://rocelec.widen.net/view/pdf/jgxo0qpz7d/PHGLS08627-1.pdf?t.download=true&u=5oefqw|//media.digikey.com/Photos/Rochester/MFG_1SV246-TL-EX.jpg|"2156-BC856W,115-954-ND"|"BC856W,115"|NXP Semiconductors|"Rochester Electronics, LLC"|NEXPERIA BC856W - SMALL SIGNAL B|"341,920"|0.02|0|15000|Bulk|"Automotive, AEC-Q101"|Active|PNP|100 mA|65 V|"600mV @ 5mA, 100mA"|15nA (ICBO)|"125 @ 2mA, 5V"|200 mW|100MHz|150°C (TJ)|Surface Mount|"SC-70, SOT-323"|SOT-323
https://assets.nexperia.com/documents/data-sheet/BC859_BC860.pdf|//media.digikey.com/Photos/Rochester/MFG_SZMMBZ5232BLT1G.jpg|"2156-BC859B,215-954-ND"|"BC859B,215"|NXP Semiconductors|"Rochester Electronics, LLC"|NEXPERIA BC859B - SMALL SIGNAL B|"9,530,000"|0.02|0|15000|Bulk|"Automotive, AEC-Q101"|Active|PNP|100 mA|30 V|"650mV @ 5mA, 100mA"|15nA (ICBO)|"220 @ 2mA, 5V"|250 mW|100MHz|150°C (TJ)|Surface Mount|"TO-236-3, SC-59, SOT-23-3"|TO-236AB
https://rocelec.widen.net/view/pdf/jgxo0qpz7d/PHGLS08627-1.pdf?t.download=true&u=5oefqw|//media.digikey.com/Photos/Rochester/MFG_1SV246-TL-EX.jpg|"2156-BC856AW,135-1727-ND"|"BC856AW,135"|Nexperia USA Inc.|"Rochester Electronics, LLC"|NEXPERIA BC856AW - SMALL SIGNAL|"760,000"|0.02|0|15000|Bulk|"Automotive, AEC-Q101"|Active|PNP|100 mA|65 V|"600mV @ 5mA, 100mA"|15nA (ICBO)|"125 @ 2mA, 5V"|200 mW|100MHz|150°C (TJ)|Surface Mount|"SC-70, SOT-323"|SOT-323
https://rocelec.widen.net/view/pdf/gpkszbrigm/PHGLS19398-1.pdf?t.download=true&u=5oefqw|//media.digikey.com/Photos/Rochester/MFG_SZMMBZ5232BLT1G.jpg|"2156-BCW72,235-954-ND"|"BCW72,235"|NXP Semiconductors|"Rochester Electronics, LLC"|NEXPERIA BCW72 - SMALL SIGNAL BI|"130,000"|0.02|0|15000|Bulk|"Automotive, AEC-Q101"|Active|NPN|100 mA|45 V|"210mV @ 2.5mA, 50mA"|100nA (ICBO)|"200 @ 2mA, 5V"|250 mW|100MHz|150°C (TJ)|Surface Mount|"TO-236-3, SC-59, SOT-23-3"|TO-236AB
https://assets.nexperia.com/documents/data-sheet/BC857XQA_SER.pdf|//media.digikey.com/Photos/Rochester/MFG_ISL8014IRZ-T.jpg|2156-BC857CQAZ-1727-ND|BC857CQAZ|Nexperia USA Inc.|"Rochester Electronics, LLC"|"BC857XQA SERIES - 45 V, 100 MA P"|"30,000"|0.03|0|11970|Bulk|"Automotive, AEC-Q101"|Active|PNP|100 mA|45 V|"400mV @ 5mA, 100mA"|15nA (ICBO)|"420 @ 2mA, 5V"|280 mW|100MHz|150°C (TJ)|Surface Mount|3-XDFN Exposed Pad|DFN1010D-3
https://assets.nexperia.com/documents/data-sheet/BC856T_857T_SERIES.pdf|//media.digikey.com/Photos/Rochester/MFG_NSVBAV70TT1G.jpg|"2156-BC856BT,115-954-ND"|"BC856BT,115"|NXP Semiconductors|"Rochester Electronics, LLC"|NEXPERIA BC856  - PNP GENERAL PU|"293,666"|0.02|0|15000|Bulk|"Automotive, AEC-Q101"|Active|PNP|100 mA|65 V|"400mV @ 5mA, 100mA"|15nA (ICBO)|"220 @ 2mA, 5V"|150 mW|100MHz|150°C (TJ)|Surface Mount|"SC-75, SOT-416"|SC-75
https://rocelec.widen.net/view/pdf/x2fnaei2vc/PHGLS26962-1.pdf?t.download=true&u=5oefqw|//media.digikey.com/Photos/Rochester/MFG_BC848BL3E6327XTMA1.jpg|"2156-2PA1774SM,315-954-ND"|"2PA1774SM,315"|NXP Semiconductors|"Rochester Electronics, LLC"|NEXPERIA 2PA1774SM - SMALL SIGNA|"149,400"|0.02|0|15000|Bulk|"Automotive, AEC-Q101"|Active|PNP|100 mA|40 V|"200mV @ 5mA, 50mA"|100nA (ICBO)|"270 @ 1mA, 6V"|430 mW|100MHz|150°C (TJ)|Surface Mount|"SC-101, SOT-883"|SOT-883
